NUMBER xcentroid ycentroid ellipticity orientation equivalent_radius kron_flux ra dec flag
588 1095.82 984.72 0.33 -80.29 3.78 8.23361282370092 328.27713037705826 17.819005802169823 1
589 1564.61 989.29 0.3 -89.04 5.59 19.28574321683587 328.2326868561834 17.818972593775108 1
597 436.42 1012.69 0.28 33.41 5.64 23.320783545400737 328.33955557211954 17.822169768219823 1
601 945.43 1023.69 0.29 50.59 5.44 20.67293123372022 328.29140641528215 17.822683308712687 1
616 1590.73 1050.21 0.06 -48.71 2.26 5.9781124258300595 328.23016392825843 17.824445472925692 1
624 405.46 1075.19 0.46 -1.46 2.26 4.994682007900906 328.3423882817636 17.82782769178623 1
633 600.66 1091.66 0.31 49.44 2.19 3.4132035056167096 328.3240364043445 17.82915151664494 1
641 2023.37 1110.9 0.14 49.5 5.41 14.329545690739916 328.1899977824556 17.82941361910405 1
642 922.96 1116.57 0.15 -71.16 4.03 11.234074367723585 328.29344812297546 17.831120837528314 1
643 438.68 1114.58 0.3 89.06 2.39 6.40166886850405 328.33923793985207 17.831349949263238 1
665 1040.73 1148.17 0.53 -67.12 6.48 26.04247754468232 328.28220558180936 17.833872422831522 1
666 672.08 1145.48 0.29 48.63 2.52 8.085178048762689 328.3172284507663 17.83395596744165 1
673 994.02 1160.69 0.16 -69.94 2.99 6.2591705781517035 328.28663927973963 17.835050790635574 1
678 1353.11 1173.87 0.19 43.83 1.6 2.3187500271713377 328.2524804025401 17.835876928762872 1
689 411.31 1193.42 0.61 -18.71 2.26 6.568369299335229 328.34170300692995 17.838466863404985 1
722 1208.72 1260.26 0.2 -71.46 4.55 12.505764894324145 328.26610935193395 17.843847872985485 1
738 1052.3 1293.17 0.37 17.28 3.04 7.582755479522435 328.2809543801501 17.846983149420765 1
758 622.95 1337.19 0.05 -50.56 7.65 28.72242411384185 328.3216318367797 17.851287066642442 1
761 1796.87 1336.65 0.51 32.9 2.26 4.87294355925975 328.2106913045922 17.849939146420173 1
765 151.36 1345.83 0.26 -11.37 4.37 15.96863593732389 328.36554792873204 17.85221472564595 1
775 1689.54 1352.86 0.29 56.59 2.33 4.1182530738274 328.2206698436308 17.851562974364096 1
777 606.61 1359.51 0.15 -67.19 4.26 14.020234148333891 328.32314199645026 17.85330446107814 1
816 530.51 1430.65 0.15 -60.89 2.93 5.4476959970515235 328.3301952584977 17.859724041402774 1
819 1296.42 1436.01 0.08 19.36 4.07 13.310742651150912 328.25763635341536 17.859594161036963 1
823 1937.63 1447.65 0.45 10.23 2.39 4.9644900302883475 328.1976894665326 17.85958350208062 1
862 765.72 1515.84 0.11 -32.75 4.03 9.738693326494772 328.3078968739729 17.867256409276276 2
