NUMBER xcentroid ycentroid ellipticity orientation equivalent_radius kron_flux ra dec flag
343 108.06 779.54 0.27 56.2 3.14 1.153439360338139e-12 250.2127208571618 46.67312721616687 1
351 314.24 790.42 0.41 -69.56 1.6 3.085015136385691e-13 250.1863039364089 46.67399063830108 2
352 748.59 792.7 0.06 -6.27 4.03 1.390861527010389e-12 250.1306657894013 46.673975931889494 2
358 675.26 806.74 0.53 55.58 6.31 3.477298868361417e-12 250.14004785552805 46.67524843621567 1
391 898.86 847.24 0.11 -45.69 2.52 6.873924516127974e-13 250.11137422879898 46.678689041299414 1
393 1785.56 849.73 0.33 15.59 2.71 1.0613394995505686e-12 249.99778425672176 46.678364544280036 1
397 1828.87 855.24 0.51 31.57 1.95 5.122366916518353e-13 249.99223124991582 46.67881940776392 1
402 1859.41 867.91 0.1 49.29 3.95 1.862853376115476e-12 249.988306871268 46.67991227376678 2
411 138.15 885.25 0.13 -15.8 5.53 3.127151542855449e-12 250.2087988172159 46.6824067593434 1
412 497.55 881.52 0.3 -8.08 3.29 1.2115245934377212e-12 250.16275782475782 46.68191107683863 2
413 344.21 883.98 0.12 37.06 3.39 1.0072146720569437e-12 250.1824013047194 46.682201543656205 1
416 729.68 893.41 0.3 35.36 8.41 5.559017228089261e-12 250.13301117090822 46.68283882426823 1
436 1833.84 915.69 0.43 -50.3 3.74 1.41536180785426e-12 249.9915344376592 46.68413011570538 1
445 1892.38 926.67 0.47 13.98 2.11 5.681645879305812e-13 249.98402386028062 46.68505543233036 1
485 380.63 989.29 0.52 -82.75 6.33 3.716893125400319e-12 250.17766263199542 46.69144106285528 1
518 1712.52 1039.08 0.26 -35.86 2.65 7.646415267754512e-13 250.00695758776712 46.69505866612729 1
522 933.64 1049.6 0.1 18.51 3.48 1.2693563384599173e-12 250.10675510747745 46.69645842611162 2
529 1667.53 1058.91 0.21 -11.83 2.33 7.944057181251601e-13 250.01270335804355 46.696830834848974 1
531 1714.02 1066.27 0.13 3.04 5.64 2.4058921599973727e-12 250.00673899788552 46.69744756147713 1
532 50.07 1073.26 0.1 -84.58 8.56 6.403051046034124e-12 250.21996487589124 46.698971856971326 1
539 1338.0 1074.9 0.69 86.26 2.26 7.706664149780812e-13 250.05491641464232 46.69844657907057 1
558 623.94 1110.25 0.1 -6.95 4.58 1.4690329827802766e-12 250.14639594095286 46.70195436592479 1
562 1423.39 1115.44 0.27 6.03 2.59 9.051369086286019e-13 250.0439367754762 46.701956971970034 1
572 1961.52 1124.99 0.58 -27.45 1.6 3.1560610767021366e-13 249.97496251117093 46.70244001061182 1
608 1945.92 1177.17 0.42 82.38 2.11 5.149596481555636e-13 249.97690834960662 46.707037888269454 2
612 1126.71 1189.04 0.5 16.61 2.46 1.2321684628788147e-12 250.08189623680323 46.70860605907835 1
613 1964.46 1190.93 0.17 -23.36 3.34 1.3589933602046416e-12 249.97451817953265 46.708234299851114 1
619 633.88 1195.98 0.04 -67.16 4.65 1.4941667204415676e-12 250.1450590425257 46.70948532688988 1
628 91.0 1208.87 0.13 47.89 3.48 1.5193067735816164e-12 250.21463439034451 46.71087548097477 1
630 125.24 1207.6 0.48 4.13 1.78 4.740895947144294e-13 250.21024617839635 46.71074852436078 2
631 1632.62 1209.98 0.57 33.89 2.88 1.4829887883823154e-12 250.0170324140483 46.71013390807202 1
632 628.93 1213.97 0.15 -3.37 4.82 1.4956189028972825e-12 250.14567913501324 46.71106902567633 1
633 861.17 1212.7 0.41 79.08 2.46 7.140189673712299e-13 250.1159125757495 46.71083486674402 1
634 944.19 1213.15 0.45 -58.77 3.66 1.5177748135147998e-12 250.1052707975074 46.71082954186193 1
674 755.06 1265.45 0.37 -30.91 2.26 5.8452300258088e-13 250.12947310219673 46.715529287106996 1
703 1340.0 1300.78 0.31 2.85 7.42 3.0841211654498265e-12 250.05445800178896 46.71830055384171 1
713 1051.02 1318.88 0.51 24.34 4.69 1.868035158494135e-12 250.09148947871972 46.72006281109865 1
718 1151.29 1321.59 0.53 15.51 2.59 9.484937114315975e-13 250.07863265933315 46.72024360354121 2
735 1061.06 1344.52 0.23 -21.5 3.39 1.0292332829988938e-12 250.09018007017508 46.72231131002568 1
755 391.63 1378.54 0.19 9.56 2.76 7.808241002530018e-13 250.1759825050992 46.72565347467469 1
761 1105.86 1396.05 0.27 5.08 3.09 8.23746537818959e-13 250.08439355754464 46.726815139774196 2
762 408.66 1399.19 0.16 -55.25 2.71 8.90210577465397e-13 250.17378375236578 46.727460492508456 1
763 799.83 1402.62 0.51 -30.28 4.95 1.6836671415953744e-12 250.12362624769722 46.72756322012388 1
768 1572.24 1414.3 0.1 -5.61 5.2 1.942145733212668e-12 250.02457888432397 46.72813366767776 1
776 325.01 1425.01 0.06 -35.41 1.69 3.0102320751950797e-13 250.18449191473812 46.72976959258765 1
822 219.2 1500.84 0.3 61.87 2.03 5.040626668625498e-13 250.19800942874423 46.736483666974905 1
835 1458.39 1533.06 0.28 40.91 9.37 5.283041059983971e-12 250.03906727425328 46.73864529124644 1
843 1365.47 1539.15 0.3 29.51 1.87 7.686681212690571e-13 250.0509782103682 46.73923889851748 1
854 1166.95 1555.25 0.36 26.89 2.26 5.435359173944388e-13 250.07642453173295 46.740773458951544 1
858 1750.21 1560.71 0.3 27.11 5.73 2.2840414954604062e-12 250.00161710001387 46.74088618127328 1
908 1196.38 1635.9 0.16 79.11 3.74 1.6172033473480126e-12 250.07258030310052 46.74784560410301 1
917 1964.28 1645.42 0.47 18.32 3.78 1.7631648463943879e-12 249.97407622776714 46.7481853508641 1
971 1472.41 1749.63 0.38 -33.92 1.6 3.6615610182435214e-13 250.03706963214057 46.75767442034836 1
973 1358.35 1752.91 0.2 79.34 3.78 1.2805246947187149e-12 250.05170026030964 46.75803383900098 1
987 1381.96 1773.66 0.44 -31.01 3.09 9.959193482714479e-13 250.0486517039683 46.75984259546439 2
998 1991.49 1791.45 0.54 -89.9 1.6 2.891048523090156e-13 249.97043458375424 46.76100271817797 1
1010 134.58 1819.09 0.39 -28.96 2.65 8.512457282790066e-13 250.20865621316162 46.76449698365862 1
1012 545.72 1822.52 0.24 -20.29 5.38 2.158020908454709e-12 250.1559023511526 46.76460601637041 1
1014 1668.24 1822.04 0.41 20.04 1.95 4.441489355500233e-13 250.0118778074233 46.76391274652844 2
1020 272.31 1834.34 0.23 -26.47 2.03 6.522084908265953e-13 250.19097466540953 46.765776129469906 1
1030 630.01 1867.43 0.11 48.01 3.34 1.1233295070974606e-12 250.14505378856364 46.76851109747528 1
1037 384.01 1886.6 0.33 4.48 5.78 3.2651969031003053e-12 250.17660594729745 46.77031775757082 1
1070 535.71 1940.54 0.06 -58.31 3.04 8.572537222943128e-13 250.15710032445705 46.77498479466875 1
1076 190.52 1955.99 0.6 -25.18 1.6 3.381723454202809e-13 250.20138895213432 46.7765066436828 2
1095 1115.71 1998.42 0.27 -15.0 3.91 1.6785644855131209e-12 250.08262005302808 46.77975974548856 1
1154 1361.21 50.08 0.29 8.27 7.96 3.6187456348242977e-12 250.05286031840492 46.60834616910629 1
1160 549.11 86.29 0.11 5.44 4.3 1.0656190164601955e-12 250.15673107364674 46.6119818908421 1
1161 552.25 93.65 0.47 4.36 9.79 7.482253425049788e-12 250.15632319426388 46.61262688796982 1
1176 1140.19 732.07 0.23 26.68 1.78 2.802607350885506e-13 250.08055766701315 46.66842838835784 1
1179 1331.29 743.1 0.14 -6.1 5.35 2.530394151632947e-12 250.0560722432175 46.66928401251167 1
1182 419.89 905.69 0.16 23.19 8.21 3.974115483528906e-12 250.17269011708106 46.68407342151375 1
1222 378.73 1432.0 0.26 -36.17 1.95 7.136583146720191e-13 250.17759887089042 46.73035842712167 1
1235 525.64 1673.93 0.29 11.14 5.23 1.936181035645406e-12 250.15858637906484 46.7515543185985 2
1237 1464.37 1681.35 0.25 40.56 5.97 2.485123762492032e-12 250.03816492126091 46.75167737067588 1
1238 1466.67 1690.36 0.34 54.01 2.33 4.778917210281125e-13 250.03786079170274 46.75246796574453 1
