NUMBER xcentroid ycentroid ellipticity orientation equivalent_radius kron_flux ra dec flag
444 1312.87 1014.22 0.25 -44.25 2.39 6.439268337387695 339.86369215195094 -5.7579057584266975 1
449 364.29 1027.86 0.6 3.05 1.87 4.52138513723983 339.9495909743052 -5.756001459479831 1
453 1677.15 1031.0 0.16 -41.64 2.33 5.070255777410825 339.8308163409042 -5.756635835343656 1
457 1219.4 1045.77 0.31 -75.56 4.51 16.780555497029358 339.8721655253137 -5.7549849563912945 1
469 443.78 1060.15 0.3 -8.63 1.69 2.824646659564929 339.94246926513335 -5.753151263547106 1
483 1502.36 1090.56 0.24 -3.87 3.24 8.748081187312879 339.84648671532574 -5.751137169929995 2
495 287.78 1113.24 0.29 86.18 1.6 2.684532553671329 339.9563285125606 -5.748282111635464 1
505 1168.73 1126.2 0.11 -33.31 4.51 12.317516111579 339.87672351463704 -5.747665342987775 1
512 1340.81 1138.47 0.14 46.65 2.76 7.390295910074492 339.8610774436177 -5.74668291485543 1
513 534.37 1144.14 0.22 50.26 3.95 10.88086449766045 339.9342761485647 -5.7456370940400605 1
527 458.27 1167.11 0.53 35.54 1.6 2.2605299408361876 339.9410878609068 -5.743527942457468 1
529 1939.25 1173.93 0.14 1.9 4.44 11.084789506913985 339.8074934104338 -5.744024809672803 1
532 1985.78 1174.68 0.18 -60.19 2.11 4.0809668625741935 339.8034148590847 -5.744006303861942 2
538 396.46 1188.89 0.29 -4.97 2.82 8.159317694395602 339.9465943574462 -5.741539922386284 1
546 281.34 1209.82 0.05 -1.75 7.18 50.267496634820546 339.95680921813806 -5.739617329697713 1
561 843.3 1233.78 0.28 -75.03 4.11 12.434595036648366 339.9062618028016 -5.737712300372729 1
567 1205.98 1240.3 0.23 -24.98 4.37 15.869664111062313 339.87326685855135 -5.737368293452079 1
568 352.24 1241.64 0.64 49.34 1.95 4.0196963074746845 339.9504828729586 -5.736786249745641 2
570 593.42 1243.92 0.1 -54.54 2.52 6.158916384943321 339.92887275565226 -5.736670624375322 1
572 775.23 1245.43 0.23 70.05 2.71 5.731177270594699 339.91243074940854 -5.736621720500505 2
582 1799.17 1269.35 0.21 73.48 3.39 7.939823960176827 339.8198344046771 -5.735324652720473 2
585 1043.52 1271.45 0.47 -62.85 1.95 4.431281427353458 339.88802715024207 -5.7344330876849074 1
586 1397.86 1275.19 0.27 46.93 2.59 5.164284423635996 339.85583849316833 -5.734378187269336 1
590 1166.04 1281.91 0.19 63.45 2.65 5.633714301411674 339.8768739565457 -5.7335768037643335 1
592 1814.94 1287.08 0.41 -30.91 3.04 9.517813720134745 339.818433589816 -5.733755163888317 1
595 803.61 1289.03 0.31 -2.22 4.26 11.003426305792516 339.90982056072903 -5.732700134334546 1
607 1447.66 1315.34 0.65 -40.97 1.6 2.7036457836012104 339.851319920412 -5.730806521586808 2
609 1687.46 1327.89 0.32 65.33 3.52 13.226084364960158 339.8297691538194 -5.72994225888257 1
620 1889.39 1340.82 0.18 -40.14 4.3 13.89695312912676 339.81185344673133 -5.729048194589717 1
621 667.79 1340.28 0.33 -5.92 2.88 7.9125650014561995 339.9220706930261 -5.728019799566992 1
632 894.25 1360.67 0.39 13.23 4.26 14.03823765440039 339.90153399662273 -5.726285895002365 2
